epoch,accuracy,loss,val_accuracy,val_loss
0,0.6339504718780518,1.1181961297988892,0.6957720518112183,0.8521614074707031
1,0.8115101456642151,0.5204794406890869,0.6681985259056091,0.9340102672576904
2,0.8572384715080261,0.38293784856796265,0.8529411554336548,0.4622962772846222
3,0.9114432334899902,0.23358477652072906,0.875,0.44267159700393677
4,0.9259424209594727,0.16902542114257812,0.8943014740943909,0.39407989382743835
5,0.6254740357398987,4737.0341796875,0.28860294818878174,1814.66455078125
6,0.4287307560443878,1432.4228515625,0.5358455777168274,260.895751953125
7,0.49899619817733765,315.490966796875,0.41819852590560913,248.5130157470703
8,0.5157260894775391,222.37091064453125,0.6286764740943909,90.0155029296875
9,0.5998215675354004,237.20619201660156,0.5965073704719543,309.7724914550781
