epoch,accuracy,loss,val_accuracy,val_loss
0,0.5719384551048279,1.3852869272232056,0.65625,0.9740982055664062
1,0.7146999835968018,0.7798327803611755,0.7886029481887817,0.687325119972229
2,0.7985723614692688,0.5586806535720825,0.8042279481887817,0.6529927253723145
3,0.8246709704399109,0.4452905058860779,0.7913603186607361,0.6653627157211304
4,0.8616997599601746,0.36190667748451233,0.795036792755127,0.6676340699195862
5,0.8641534447669983,0.33900952339172363,0.8069853186607361,0.5837610960006714
6,0.8782065510749817,0.3151969313621521,0.8014705777168274,0.6387268900871277
7,0.9027436971664429,0.24105466902256012,0.873161792755127,0.4767162799835205
8,0.9188043475151062,0.19886931777000427,0.8538603186607361,0.5181238055229187
9,0.9445422291755676,0.14463552832603455,0.8952205777168274,0.4231620728969574
10,0.9540486335754395,0.11665182560682297,0.8878676295280457,0.4135422110557556
11,0.9672094583511353,0.0891435369849205,0.8943014740943909,0.4154846668243408
12,0.9685478210449219,0.08008132129907608,0.859375,0.5010932683944702
13,0.9783626794815063,0.06425798684358597,0.888786792755127,0.4549855887889862
14,0.9805933237075806,0.05505913123488426,0.9108455777168274,0.40835580229759216
15,0.9663171768188477,0.07919415831565857,0.8400735259056091,0.5674850344657898
16,0.9484720230102539,0.09872187674045563,0.888786792755127,0.4531395435333252
17,0.9765781760215759,0.054265670478343964,0.9126838445663452,0.4111272990703583
18,0.9324113130569458,0.14791151881217957,0.8988970518112183,0.4664250910282135
19,0.9745705723762512,0.056084539741277695,0.8952205777168274,0.4556104838848114
20,0.9915235042572021,0.028244206681847572,0.9145220518112183,0.43511560559272766
21,0.9955387115478516,0.018915701657533646,0.9154411554336548,0.4285544753074646
22,0.9950925707817078,0.015624758787453175,0.8979779481887817,0.4570118486881256
23,0.9293574094772339,0.2083021104335785,0.8060661554336548,0.712644100189209
24,0.8927057981491089,0.30241817235946655,0.8115808963775635,0.747765064239502
25,0.9551639556884766,0.09826675057411194,0.9071691036224365,0.4651555120944977
26,0.9879544973373413,0.03630761802196503,0.8786764740943909,0.548872172832489
