epoch,accuracy,loss,val_accuracy,val_loss
0,0.4372072219848633,2.0940845012664795,0.6930146813392639,0.9729650020599365
1,0.7013160586357117,0.7776609063148499,0.7040441036224365,0.8621487617492676
2,0.7849653959274292,0.5313090085983276,0.6553308963775635,1.0356284379959106
3,0.8351550102233887,0.3951524794101715,0.7757353186607361,0.6801808476448059
4,0.8920365571975708,0.27836617827415466,0.7876838445663452,0.616865336894989
5,0.8940441608428955,0.22448571026325226,0.810661792755127,0.6066632866859436
6,0.9043051600456238,0.21982163190841675,0.8051470518112183,0.6709269881248474
7,0.9348650574684143,0.14499911665916443,0.7876838445663452,0.6827846765518188
8,0.9681017398834229,0.0830502063035965,0.8400735259056091,0.5453669428825378
9,0.8090564608573914,13276774662144.0,0.5965073704719543,1.6028170585632324
10,0.7265224456787109,0.9994534254074097,0.6902573704719543,1.1285459995269775
11,0.8654918670654297,0.34952324628829956,0.7821691036224365,0.7909473776817322
12,0.914566159248352,0.20101729035377502,0.8005514740943909,0.8054493069648743
13,0.9087664484977722,0.19736739993095398,0.8207720518112183,0.6384732723236084
