epoch,accuracy,loss,val_accuracy,val_loss
0,0.43296900391578674,590346715136.0,0.6608455777168274,1.4402110576629639
1,0.5601159930229187,1.183070421218872,0.53125,1.3337172269821167
2,0.6446576118469238,1.0056662559509277,0.6369485259056091,1.1834392547607422
3,0.7220610976219177,0.9672582745552063,0.704963207244873,0.9581320285797119
4,0.759982168674469,0.6485463380813599,0.6994485259056091,0.9156120419502258
5,0.8025875687599182,0.5572471618652344,0.7683823704719543,0.7858374714851379
6,0.8148561120033264,0.5774833559989929,0.7591911554336548,0.8327376246452332
7,0.8391702175140381,0.4269898533821106,0.7683823704719543,0.786959707736969
8,0.8621459007263184,0.37174955010414124,0.779411792755127,0.7188703417778015
9,0.8753067255020142,0.33046460151672363,0.7849264740943909,0.6794201731681824
10,0.8663840889930725,0.8928888440132141,0.8069853186607361,0.6531717777252197
11,0.8797680139541626,2.113462448120117,0.8198529481887817,0.6104159355163574
12,0.9045282006263733,0.26796475052833557,0.7775735259056091,0.7195279598236084
13,0.8998438715934753,0.5424056053161621,0.826286792755127,0.6502809524536133
14,0.9185813069343567,0.21326953172683716,0.8308823704719543,0.6070216298103333
15,0.9277269840240479,0.1930834949016571,0.8235294222831726,4.473928928375244
16,0.9330805540084839,0.17465029656887054,0.8189338445663452,14840096620544.0
17,0.9362034201622009,0.17009995877742767,0.8354779481887817,0.5807836651802063
18,0.9297345280647278,69828975001600.0,0.826286792755127,1.7682735919952393
19,0.9491412043571472,0.14196765422821045,0.8400735259056091,0.6334921717643738
20,0.9556100964546204,0.3606080412864685,0.8566176295280457,0.6267898678779602
21,0.9455721378326416,3.5380282402038574,0.8336396813392639,0.6483967304229736
22,0.9616328477859497,0.11326739192008972,0.796875,0.7083953022956848
23,0.9598483443260193,0.13108587265014648,0.8308823704719543,0.6243460774421692
24,0.9594022035598755,0.0990208238363266,0.8501838445663452,3688.755859375
25,0.9721168875694275,0.1499532014131546,0.8547794222831726,1.581430435180664
