epoch,accuracy,loss,val_accuracy,val_loss
0,0.2884986102581024,2.4236583709716797,0.484375,1.537941813468933
1,0.41443562507629395,1.5224162340164185,0.4635416567325592,1.475143313407898
2,0.4403512477874756,1.443814754486084,0.4027777910232544,1.563392162322998
3,0.4789034128189087,1.3451608419418335,0.5069444179534912,1.382718563079834
4,0.505461573600769,1.2900664806365967,0.4314236044883728,1.5353059768676758
5,0.5086742639541626,1.2562041282653809,0.4565972089767456,1.5059552192687988
6,0.5403726696968079,1.1847255229949951,0.4809027910232544,1.355405569076538
7,0.5455129742622375,1.160455584526062,0.5338541865348816,1.3249036073684692
8,0.5555793642997742,1.122528314590454,0.4791666567325592,1.4351630210876465
9,0.5774255990982056,1.0828157663345337,0.4730902910232544,1.4344760179519653
10,0.5671449899673462,1.0844696760177612,0.5616319179534912,1.259395956993103
11,0.5579352974891663,1.094611644744873,0.4921875,1.4206832647323608
12,0.5840651392936707,1.047305703163147,0.5711805820465088,1.2401928901672363
13,0.5919896960258484,1.036643147468567,0.5581597089767456,1.3086521625518799
14,0.4961472749710083,1.6179723739624023,0.5043402910232544,1.403879165649414
15,0.5896337628364563,1.033164381980896,0.5564236044883728,1.295021414756775
16,0.5975583791732788,1.0421271324157715,0.4314236044883728,1.533637523651123
17,0.5926322340965271,0.9924349188804626,0.4253472089767456,1.6518892049789429
