epoch,accuracy,loss,val_accuracy,val_loss
0,0.30734631419181824,2.1014392375946045,0.4192708432674408,1.5715774297714233
1,0.4075819253921509,9955848486912.0,0.3611111044883728,1.7190220355987549
2,0.41293638944625854,108963370631168.0,0.1831597238779068,9.945308685302734
3,0.4185050427913666,1.653967022895813,0.5043402910232544,1.4054009914398193
4,0.537588357925415,1.1499191522598267,0.4678819477558136,1.4553842544555664
5,0.5877061486244202,1.007311463356018,0.4366319477558136,1.5133713483810425
6,0.6172627806663513,0.8712950944900513,0.5164930820465088,1.3314838409423828
7,0.6485328674316406,0.7842867374420166,0.5078125,1.3953580856323242
8,0.5669308304786682,1061722358022144.0,0.4887152910232544,7.732534408569336
9,0.4619832932949066,2.2045509815216064,0.4652777910232544,1.828603744506836
10,0.4664810597896576,3167528157184.0,0.421875,2.5414535999298096
11,0.5234525799751282,1.2907735109329224,0.4270833432674408,2.3024063110351562
