epoch,accuracy,loss,val_accuracy,val_loss
0,0.30413365364074707,1.9051077365875244,0.4149305522441864,1.7344954013824463
1,0.4343542456626892,1.6644864082336426,0.4305555522441864,1.6412149667739868
2,0.46519598364830017,2.0483853816986084,0.4522569477558136,1.5405277013778687
3,0.5204540491104126,1.3273382186889648,0.4947916567325592,1.432573914527893
4,0.5163846611976624,2.5948731899261475,0.4748263955116272,1.48201584815979
5,0.5804240703582764,1.04227876663208,0.4930555522441864,1.4011555910110474
6,0.5814949870109558,55.31843185424805,0.4722222089767456,1.4579919576644897
7,0.6376097798347473,0.8797271847724915,0.5026041865348816,2.0981481075286865
8,0.6609552502632141,0.7995854616165161,0.5164930820465088,1.3155485391616821
9,0.6251873970031738,1.4797808166187827e+17,0.5060763955116272,1.3509889841079712
10,0.6800171136856079,1.9707767963409424,0.5138888955116272,1.3678667545318604
11,0.7108588814735413,0.8016424775123596,0.5199652910232544,1.2964600324630737
12,0.7089312672615051,414470417416192.0,0.5555555820465088,1.2538727521896362
13,0.6534590125083923,16361221783552.0,0.5208333134651184,1.3511906862258911
14,0.7222103476524353,0.6068111658096313,0.5,1.4195917844772339
15,0.5810666084289551,43683571302400.0,0.5,1.4091897010803223
16,0.7166095972061157,0.5821791887283325,0.5034722089767456,1.3578057289123535
17,0.7408438920974731,0.5304701328277588,0.5251736044883728,1.3061667680740356
