epoch,accuracy,loss,val_accuracy,val_loss
0,0.2624143958091736,2.0314202308654785,0.1927083283662796,2.2034730911254883
1,0.31141573190689087,1.6256300210952759,0.265625,1.855446696281433
2,0.3518954813480377,1.5144213438034058,0.3012152910232544,1.6781253814697266
3,0.38873419165611267,1.4293467998504639,0.3819444477558136,1.5479178428649902
4,0.409723699092865,1.3485112190246582,0.3784722089767456,1.5657652616500854
5,0.43414008617401123,1.2984373569488525,0.3810763955116272,1.55732262134552
6,0.4701220691204071,1.2415825128555298,0.4079861044883728,1.467852234840393
7,0.4699079096317291,1.2019394636154175,0.4592013955116272,1.4346559047698975
8,0.4941100776195526,1.1655327081680298,0.40625,1.4890010356903076
9,0.505461573600769,1.14107084274292,0.4036458432674408,1.518602728843689
10,0.5114585757255554,1.1111818552017212,0.4149305522441864,1.4963133335113525
11,0.542514443397522,1.0710457563400269,0.4244791567325592,1.527744174003601
12,0.542086124420166,1.035179853439331,0.4131944477558136,1.5300021171569824
