epoch,accuracy,loss,val_accuracy,val_loss
0,0.3630327582359314,1.7179949283599854,0.453125,1.4331196546554565
1,0.49603769183158875,1.2787680625915527,0.4965277910232544,1.3826020956039429
2,0.5607196688652039,1.1078819036483765,0.4887152910232544,1.3845429420471191
3,0.5909188389778137,0.9813754558563232,0.5451388955116272,1.209976315498352
4,0.6209038496017456,0.9269978404045105,0.4895833432674408,1.4238439798355103
5,0.6436067819595337,0.8403339385986328,0.5651041865348816,1.197825312614441
6,0.6857999563217163,0.739986777305603,0.6102430820465088,1.1039316654205322
7,0.7108588814735413,0.6814550757408142,0.5590277910232544,1.2554867267608643
8,0.7202827334403992,0.6255711317062378,0.5928819179534912,1.154518485069275
9,0.7446990609169006,0.5774015784263611,0.5911458134651184,1.196885108947754
10,0.7686870694160461,0.5027572512626648,0.6302083134651184,1.1234763860702515
11,0.7862497568130493,0.4610717296600342,0.6423611044883728,1.1077264547348022
12,0.8089526891708374,0.4022996127605438,0.6041666865348816,1.1854499578475952
13,0.814735472202301,0.3845953047275543,0.6137152910232544,1.1994373798370361
14,0.8492182493209839,0.3188077211380005,0.6067708134651184,1.2341917753219604
15,0.8597130179405212,0.28148049116134644,0.5972222089767456,1.2699031829833984
16,0.8777040243148804,0.24540016055107117,0.6336805820465088,1.192847728729248
