epoch,accuracy,loss,val_accuracy,val_loss
0,0.2733304798603058,22.031757354736328,0.3107638955116272,1.7089077234268188
1,0.37738272547721863,19045407522816.0,0.3350694477558136,1.7188745737075806
2,0.35039621591567993,1.9938812255859375,0.3862847089767456,1.6388041973114014
3,0.4103662371635437,1.534255027770996,0.390625,162811019788288.0
4,0.35617905855178833,3842262171648.0,0.1953125,6.136008262634277
5,0.3521096706390381,1863544602624.0,0.5026041865348816,2.8190560340881348
6,0.3715999126434326,1.997967004776001,0.4001736044883728,1.6272342205047607
7,0.34589847922325134,8.72863483428955,0.1032986119389534,24.474462509155273
8,0.1728421449661255,8.556796073913574,0.2118055522441864,12.419090270996094
9,0.25701436400413513,4.233313083648682,0.3125,7.364670753479004
10,0.17841079831123352,nan,0.0850694477558136,nan
