epoch,accuracy,loss,val_accuracy,val_loss
0,0.2463054209947586,2.1420867443084717,0.2638888955116272,2.0504491329193115
1,0.4155065417289734,1.5129748582839966,0.3715277910232544,1.571443796157837
2,0.43563932180404663,557450002432.0,0.3741319477558136,1.6209838390350342
3,0.46391090750694275,1.3511748313903809,0.3394097089767456,1.8977996110916138
4,0.4694795310497284,1.4114257097244263,0.3793402910232544,1.7120527029037476
5,0.3726707994937897,10.21612548828125,0.2508680522441864,5.271189212799072
6,0.35982009768486023,466047.65625,0.1206597238779068,3438293.0
7,0.24437780678272247,1078225.5,0.1527777761220932,204944.6875
8,0.2390233427286148,173889.578125,0.3003472089767456,191589.25
9,0.26708075404167175,111021.0390625,0.34375,2505.710205078125
